73,526
64,529
58,534
61,528
445,303
447,298
449,294
454,293
454,293
457,288
460,289
458,298
461,291
461,290
466,281
463,287
467,279
467,279
459,291
467,282
22,593
22,589
29,589
31,589
41,589
44,589
54,588
58,590
65,590
69,589
73,588
71,589
69,589
571,225
572,223
573,222
586,235
576,218
577,216
579,215
580,216
